Followers,Following,Following/Followers,Posts,Posts/Followers,Bio,Profile Picture,External Link,Mutual Friends,Threads,Labels
39,4446,114,0,0,N,Yes,N,0,N,Bot
6660,830,0.124624625,1541,12365.13253,yes,N,N,12,N,Real
14010,2006,0.14318344,1423,9938.3001,yes,N,N,1,N,Real
76548,471,0.006153002,159,25841.04459,N,N,Yes,1,N,Spam
28465,640,0.022483752,205,9117.695313,N,N,Yes,2,N,Spam
12,5608,467.3333333,0,0,N,Yes,N,0,N,Bot
129522,3,2.31621E-05,45,1942830,Yes,Yes,Yes,1,N,Spam
1,717,717,3,0.0041841,Yes,Yes,N,0,N,Scam
76449,533,0.006971968,591,84768.02814,Yes,Yes,N,2,Yes,Spam
6640,2259,0.340210843,1162,3415.528995,N,N,N,4,Yes,Real
3,322,107.3333333,4,0.037267081,Yes,N,N,0,N,Scam
138893,502,0.003614293,409,113161.8267,N,Yes,N,4,Yes,Spam
42,4605,109.6428571,0,0,N,N,N,0,N,Bot
12500,1471,0.11768,322,2736.233855,yes,N,Yes,3,N,Real
0,566,#DIV/0!,2,#DIV/0!,Yes,N,N,0,N,Scam
9498,1676,0.176458202,2552,14462.34845,yes,N,N,15,N,Real
0,230,#DIV/0!,3,#DIV/0!,Yes,Yes,N,0,N,Scam
44,5210,118.4090909,0,0,N,N,N,0,N,Bot
5,773,154.6,2,0.012936611,N,N,N,0,N,Scam
101483,406,0.00400067,438,109481.6601,N,Yes,N,3,Yes,Spam
16042,913,0.056913103,35,614.9726177,N,N,N,5,N,Spam
17,1673,98.41176471,1,0.010161387,N,N,N,0,N,Bot
5,652,130.4,4,0.030674847,Yes,N,N,0,N,Scam
37,1347,36.40540541,0,0,N,Yes,N,0,N,Bot
114116,871,0.007632584,115,15066.98048,Yes,Yes,N,0,Yes,Spam
2,762,381,1,0.002624672,Yes,N,N,0,N,Scam
21866,779,0.035626086,560,15718.819,Yes,Yes,Yes,6,Yes,Spam
21620,1102,0.050971323,1816,35627.87659,N,N,N,11,N,Real
2306,334,0.144839549,2637,18206.35329,N,Yes,Yes,5,N,Real
48,4530,94.375,2,0.021192053,N,Yes,N,0,N,Bot
20105,1791,0.089082318,1263,14177.89782,yes,N,Yes,13,Yes,Real
124777,1010,0.00809444,641,79190.15545,Yes,Yes,Yes,3,N,Spam
4,501,125.25,4,0.031936128,Yes,N,N,0,N,Scam
14013,107,0.007635767,216,28287.92523,N,Yes,Yes,6,N,Real
18499,70,0.003783988,237,62632.32857,yes,N,N,0,N,Real
5719,1568,0.274173807,198,722.1696429,yes,N,N,4,N,Real
6,6573,1095.5,0,0,N,N,N,0,N,Bot
3,193,64.33333333,0,0,Yes,Yes,N,0,N,Scam
0,688,#DIV/0!,2,#DIV/0!,N,N,N,0,N,Scam
4,6,1.5,3,2,N,N,N,0,N,Scam
3,350,116.6666667,2,0.017142857,Yes,Yes,N,0,N,Scam
3,159,53,3,0.056603774,Yes,Yes,N,0,N,Scam
112703,882,0.007825879,64,8177.995465,Yes,N,N,8,N,Spam
6,288,48,3,0.0625,Yes,N,N,0,N,Scam
37,755,20.40540541,0,0,N,Yes,N,0,N,Bot
5,433,86.6,4,0.046189376,Yes,Yes,N,0,N,Scam
152848,266,0.001740291,85,48842.40602,Yes,N,N,3,Yes,Spam
42,5806,138.2380952,0,0,N,Yes,N,0,N,Bot
4,656,164,2,0.012195122,Yes,N,N,0,N,Scam
13628,2218,0.162753155,340,2089.053201,Yes,Yes,Yes,15,Yes,Real
18658,811,0.043466609,1533,35268.45129,N,N,N,0,Yes,Real
4,204,51,4,0.078431373,N,Yes,N,0,N,Scam
37,6686,180.7027027,1,0.005533952,N,Yes,N,0,N,Bot
48,472,9.833333333,2,0.203389831,N,N,N,0,N,Bot
0,718,#DIV/0!,4,#DIV/0!,Yes,Yes,N,0,N,Scam
5,3901,780.2,1,0.001281723,N,N,N,0,N,Bot
0,133,#DIV/0!,4,#DIV/0!,Yes,Yes,N,0,N,Scam
4843,1244,0.256865579,7,27.25160772,N,Yes,Yes,8,Yes,Real
29,3358,115.7931034,0,0,N,Yes,N,0,N,Bot
140288,733,0.005224966,96,18373.32606,Yes,N,N,4,N,Spam
6,6105,1017.5,0,0,N,Yes,N,0,N,Bot
43,1525,35.46511628,2,0.056393443,N,Yes,N,0,N,Bot
17175,456,0.026550218,530,19962.17105,N,Yes,Yes,14,N,Real
1739,745,0.428407131,287,669.9234899,Yes,Yes,N,0,Yes,Spam
6,381,63.5,3,0.047244094,Yes,N,N,0,N,Scam
36,2268,63,2,0.031746032,N,N,N,0,N,Bot
147705,422,0.002857046,674,235907.9858,Yes,N,N,6,Yes,Spam
30,2994,99.8,2,0.02004008,N,Yes,N,0,N,Bot
18,4069,226.0555556,0,0,N,Yes,N,0,N,Bot
6,261,43.5,4,0.091954023,N,N,N,0,N,Scam
134798,377,0.002796777,717,256366.4881,Yes,Yes,Yes,8,N,Spam
2548,311,0.122056515,467,3826.096463,N,N,N,14,Yes,Real
3777,2222,0.588297591,640,1087.884788,Yes,N,N,2,N,Real
149619,798,0.005333547,693,129932.2895,Yes,N,N,5,N,Spam
3758,174,0.046301224,1750,37795.97701,yes,N,Yes,6,Yes,Real
18160,1954,0.107599119,5,46.46878199,yes,Yes,Yes,2,N,Real
26,3446,132.5384615,2,0.015089959,N,Yes,N,0,N,Bot
2,522,261,2,0.007662835,N,N,N,0,N,Scam
0,567,#DIV/0!,4,#DIV/0!,N,N,N,0,N,Scam
0,267,#DIV/0!,2,#DIV/0!,Yes,Yes,N,0,N,Scam
42,308,7.333333333,1,0.136363636,N,Yes,N,0,N,Bot
3,434,144.6666667,1,0.006912442,N,N,N,0,N,Scam
7,336,48,2,0.041666667,Yes,Yes,N,0,N,Scam
3,670,223.3333333,2,0.008955224,Yes,Yes,N,0,N,Scam
0,640,#DIV/0!,1,#DIV/0!,Yes,Yes,N,0,N,Scam
104738,587,0.005604461,458,81720.6201,Yes,N,Yes,6,Yes,Spam
30693,550,0.017919395,96,5357.323636,N,Yes,N,4,N,Spam
14487,445,0.030717195,324,10547.8382,N,N,Yes,0,N,Spam
54158,856,0.015805606,439,27774.95561,Yes,Yes,N,8,N,Spam
27,1011,37.44444444,0,0,N,Yes,N,0,N,Bot
3968,1394,0.351310484,1660,4725.164993,N,N,Yes,15,Yes,Real
14672,1075,0.073268811,894,12201.64465,yes,Yes,Yes,10,Yes,Real
5,73,14.6,0,0,Yes,Yes,N,0,N,Scam
1778,1813,1.019685039,1806,1771.135135,N,Yes,Yes,8,Yes,Real
144413,734,0.005082645,377,74173.97956,N,Yes,N,1,N,Spam
3,483,161,1,0.00621118,N,N,N,0,N,Scam
6811,456,0.066950521,2078,31037.84649,N,Yes,N,0,Yes,Real
14514,1062,0.073170732,59,806.3333333,N,Yes,N,12,N,Real
4,613,153.25,1,0.006525285,N,N,N,0,N,Scam
5,358,71.6,4,0.055865922,Yes,N,N,0,N,Scam
8,5356,669.5,0,0,N,Yes,N,0,N,Bot
84353,218,0.002584378,45,17412.31651,N,N,Yes,0,N,Spam
3,3651,1217,2,0.001643385,N,N,N,0,N,Bot
0,676,#DIV/0!,1,#DIV/0!,N,N,N,0,N,Scam
9139,1236,0.135244556,1459,10787.86489,yes,N,Yes,12,N,Real
20119,624,0.031015458,1635,52715.64904,Yes,Yes,Yes,10,N,Real
849,1664,1.959952886,1371,699.5066106,N,N,N,8,Yes,Real
56983,470,0.008248074,584,70804.40851,N,N,N,7,Yes,Spam
5,495,99,2,0.02020202,Yes,N,N,0,N,Scam
36,2902,80.61111111,1,0.012405238,N,N,N,0,N,Bot
159234,245,0.001538616,341,221627.7306,Yes,Yes,N,8,Yes,Spam
18,3428,190.4444444,0,0,N,Yes,N,0,N,Bot
42306,60,0.001418239,623,439277.3,Yes,Yes,N,4,N,Spam
31,4141,133.5806452,1,0.007486114,N,N,N,0,N,Bot
91158,367,0.004025977,376,93393.48229,Yes,N,N,9,Yes,Spam
55111,297,0.005389124,344,63832.26936,Yes,Yes,Yes,2,Yes,Spam
6,693,115.5,2,0.017316017,Yes,N,N,0,N,Scam
44,1481,33.65909091,0,0,N,N,N,0,N,Bot
5,256,51.2,0,0,Yes,Yes,N,0,N,Scam
42,4297,102.3095238,1,0.009774261,N,Yes,N,0,N,Bot
20122,1978,0.098300368,666,6775.152679,Yes,Yes,N,4,Yes,Real
13156,1156,0.087868653,1231,14009.54671,yes,N,N,8,Yes,Real
2563,1386,0.540772532,1619,2993.865079,N,N,N,12,N,Real
15,2622,174.8,0,0,N,Yes,N,0,N,Bot
17065,1880,0.110167008,1949,17691.32181,Yes,Yes,Yes,7,Yes,Real
1,128,128,1,0.0078125,Yes,Yes,N,0,N,Scam
737,902,1.223880597,2188,1787.756098,Yes,Yes,Yes,1,N,Real
17272,630,0.03647522,818,22426.18413,Yes,N,N,15,Yes,Real
6,179,29.83333333,3,0.100558659,N,Yes,N,0,N,Scam
25654,391,0.015241288,165,10825.85678,N,N,Yes,2,Yes,Spam
5856,897,0.15317623,336,2193.551839,Yes,N,N,15,N,Real
3081,2039,0.661798117,863,1304.023051,yes,N,Yes,9,N,Real
13,391,30.07692308,1,0.033248082,N,Yes,N,0,N,Bot
54449,572,0.010505243,571,54353.80944,Yes,N,Yes,5,N,Spam
127340,560,0.004397676,355,80724.46429,Yes,Yes,N,5,N,Spam
7,444,63.42857143,3,0.047297297,Yes,N,N,0,N,Scam
119011,472,0.00396602,121,30509.17585,N,Yes,Yes,2,Yes,Spam
1617,206,0.127396413,552,4332.932039,Yes,N,N,8,Yes,Spam
19269,1256,0.065182417,2470,37893.65446,Yes,Yes,N,7,Yes,Real
28,2619,93.53571429,2,0.021382207,N,N,N,0,N,Bot
3,5827,1942.333333,1,0.000514845,N,N,N,0,N,Bot
7666,1211,0.157970258,297,1880.100743,Yes,N,N,7,Yes,Real
68010,751,0.011042494,66,5976.910786,Yes,Yes,N,6,N,Spam
32,2049,64.03125,1,0.015617374,N,Yes,N,0,N,Bot
14688,2160,0.147058824,2449,16653.2,N,Yes,Yes,15,N,Real
148050,229,0.001546775,394,254723.5808,N,Yes,Yes,6,N,Spam
33904,150,0.004424257,216,48821.76,Yes,N,N,0,N,Spam
6167,311,0.050429707,457,9062.118971,N,N,N,2,N,Spam
0,101,#DIV/0!,1,#DIV/0!,N,Yes,N,0,N,Scam
2,103,51.5,2,0.038834951,Yes,N,N,0,N,Scam
63722,979,0.015363611,353,22976.36977,N,N,Yes,0,Yes,Spam
3,287,95.66666667,2,0.020905923,N,Yes,N,0,N,Scam
469,1435,3.059701493,2256,737.3268293,N,N,Yes,10,Yes,Real
3,2146,715.3333333,0,0,N,N,N,0,N,Bot
101900,1011,0.009921492,261,26306.52819,N,N,Yes,7,Yes,Spam
11137,619,0.055580497,352,6333.156704,Yes,Yes,Yes,3,Yes,Spam
43,1645,38.25581395,0,0,N,Yes,N,0,N,Bot
2490,2137,0.858232932,2643,3079.583528,Yes,N,Yes,8,Yes,Real
22739,922,0.040547078,431,10629.61931,Yes,N,Yes,2,N,Spam
84258,559,0.006634385,190,28638.67621,Yes,Yes,Yes,9,N,Spam
8235,891,0.108196721,1281,11839.54545,yes,N,Yes,6,N,Real
19,2448,128.8421053,1,0.007761438,N,N,N,0,N,Bot
13529,588,0.043462192,712,16382.05442,N,N,N,1,Yes,Real
20964,567,0.027046365,1440,53241.90476,Yes,Yes,N,7,N,Real
2268,2163,0.953703704,262,274.7184466,yes,N,N,11,Yes,Real
27122,57,0.002101615,470,223637.5439,N,Yes,N,5,N,Spam
1,718,718,1,0.001392758,N,Yes,N,0,N,Scam
7554,612,0.08101668,1636,20193.37255,yes,N,N,8,N,Real
0,681,#DIV/0!,4,#DIV/0!,Yes,Yes,N,0,N,Scam
2,327,163.5,1,0.006116208,N,Yes,N,0,N,Scam
4530,600,0.132450331,2219,16753.45,yes,N,Yes,15,Yes,Real
4,157,39.25,1,0.025477707,N,Yes,N,0,N,Scam
12123,2107,0.173801864,335,1927.482202,Yes,Yes,N,5,Yes,Real
6026,1209,0.200630601,2259,11259.49876,yes,N,Yes,11,N,Real
15,3988,265.8666667,2,0.007522568,N,N,N,0,N,Bot
1,387,387,1,0.002583979,Yes,N,N,0,N,Scam
15019,1838,0.122378321,791,6463.563112,Yes,N,Yes,12,N,Real
6,290,48.33333333,3,0.062068966,Yes,N,N,0,N,Scam
28,6465,230.8928571,2,0.008662026,N,Yes,N,0,N,Bot
4,757,189.25,3,0.015852048,Yes,N,N,0,N,Scam
30,5545,184.8333333,1,0.00541028,N,N,N,0,N,Bot
6645,622,0.093604214,1421,15180.94051,N,Yes,N,0,Yes,Real
4130,1176,0.284745763,2023,7104.583333,Yes,Yes,Yes,13,N,Real
52961,405,0.007647137,96,12553.71852,Yes,N,Yes,7,Yes,Spam
66253,779,0.011757958,715,60809.87805,N,Yes,Yes,9,Yes,Spam
3,308,102.6666667,2,0.019480519,Yes,Yes,N,0,N,Scam
0,434,#DIV/0!,4,#DIV/0!,Yes,N,N,0,N,Scam
103990,947,0.009106645,689,75659.03907,N,N,Yes,6,Yes,Spam
36,5497,152.6944444,1,0.006549027,N,N,N,0,N,Bot
4,126,31.5,2,0.063492063,Yes,N,N,0,N,Scam
8246,1555,0.188576279,761,4035.502251,Yes,N,N,12,N,Real
3,441,147,1,0.006802721,Yes,N,N,0,N,Scam
23,5993,260.5652174,2,0.007675622,N,Yes,N,0,N,Bot
1,500,500,0,0,N,Yes,N,0,N,Scam
32,269,8.40625,1,0.118959108,N,N,N,0,N,Bot
0,246,#DIV/0!,1,#DIV/0!,Yes,Yes,N,0,N,Scam
4,423,105.75,1,0.009456265,N,N,N,0,N,Scam
4151,1123,0.27053722,2364,8738.16919,yes,Yes,Yes,11,Yes,Real
11433,1143,0.09997376,2571,25716.74803,N,Yes,Yes,9,Yes,Real
44253,562,0.012699704,582,45827.83986,Yes,Yes,Yes,9,N,Spam
6,613,102.1666667,0,0,N,Yes,N,0,N,Scam
37583,957,0.02546364,35,1374.508882,N,N,N,3,N,Spam
2,680,340,1,0.002941176,Yes,Yes,N,0,N,Scam
6,279,46.5,4,0.086021505,Yes,Yes,N,0,N,Scam
4,697,174.25,0,0,N,N,N,0,N,Scam
0,756,#DIV/0!,1,#DIV/0!,N,Yes,N,0,N,Scam
12442,793,0.063735734,2473,38800.83985,N,Yes,Yes,14,N,Real
3,167,55.66666667,0,0,Yes,Yes,N,0,N,Scam
2273,432,0.190057193,1969,10360.03935,N,Yes,Yes,14,Yes,Real
1,21,21,3,0.142857143,Yes,Yes,N,0,N,Scam
25,1525,61,1,0.016393443,N,N,N,0,N,Bot
25,5808,232.32,2,0.008608815,N,Yes,N,0,N,Bot
4,28,7,1,0.142857143,Yes,Yes,N,0,N,Scam
115276,295,0.002559076,253,98863.82373,Yes,N,Yes,9,N,Spam
37,5235,141.4864865,1,0.007067813,N,N,N,0,N,Bot
7,698,99.71428571,0,0,Yes,N,N,0,N,Scam
104851,1012,0.009651792,275,28492.11957,Yes,Yes,N,1,N,Spam
14747,465,0.031531837,588,18647.81935,yes,Yes,Yes,9,N,Real
121795,401,0.003292418,20,6074.563591,Yes,N,Yes,5,Yes,Spam
23520,81,0.003443878,169,49072.59259,N,N,Yes,9,Yes,Spam
1,477,477,4,0.008385744,Yes,N,N,0,N,Scam
20545,1241,0.060403991,597,9883.452861,yes,Yes,Yes,3,Yes,Real
21895,1096,0.050057091,2494,49823.11131,N,N,N,5,Yes,Real
2,398,199,4,0.020100503,N,N,N,0,N,Scam
2,181,90.5,4,0.044198895,Yes,N,N,0,N,Scam
2785,1769,0.63518851,834,1312.996043,yes,Yes,Yes,13,N,Real
42,3138,74.71428571,2,0.026768642,N,Yes,N,0,N,Bot
7,422,60.28571429,0,0,Yes,Yes,N,0,N,Scam
6,200,33.33333333,2,0.06,Yes,N,N,0,N,Scam
66672,951,0.014263859,80,5608.580442,N,N,N,2,N,Spam
19253,596,0.030956215,74,2390.473154,Yes,N,Yes,7,N,Spam
65850,635,0.009643128,584,60561.25984,N,N,N,3,N,Spam
78982,591,0.007482718,281,37553.20135,Yes,Yes,Yes,5,Yes,Spam
9537,1871,0.196183286,1544,7870.191342,yes,Yes,N,13,N,Real
16295,193,0.011844124,249,21023.0829,yes,Yes,N,15,Yes,Real
12,6523,543.5833333,1,0.001839644,N,N,N,0,N,Bot
1302,33,0.025345622,1726,68098.54545,Yes,N,Yes,1,N,Real
5,330,66,2,0.03030303,Yes,Yes,N,0,N,Scam
14,3647,260.5,0,0,N,N,N,0,N,Bot
16216,1712,0.105574741,231,2188.023364,yes,N,Yes,1,Yes,Real
2,1207,603.5,2,0.003314002,N,N,N,0,N,Bot
119079,90,0.000755801,314,415453.4,N,Yes,N,3,N,Spam
21683,717,0.03306738,1177,35593.99024,N,N,N,11,N,Real
35,4877,139.3428571,1,0.007176543,N,N,N,0,N,Bot
37,3649,98.62162162,0,0,N,Yes,N,0,N,Bot
5,1046,209.2,0,0,N,Yes,N,0,N,Bot
2048,1675,0.817871094,1059,1294.825075,yes,N,N,13,N,Real
6,589,98.16666667,3,0.030560272,Yes,N,N,0,N,Scam
134164,418,0.00311559,275,88265.78947,N,N,Yes,0,Yes,Spam
3,686,228.6666667,0,0,N,N,N,0,N,Bot
153491,580,0.003778723,528,139729.7379,Yes,Yes,Yes,3,N,Spam
21254,2250,0.105862426,2372,22406.43911,yes,N,N,14,Yes,Real
4,529,132.25,3,0.02268431,Yes,N,N,0,N,Scam
124678,798,0.006400488,159,24841.85714,Yes,N,N,5,Yes,Spam
19,4147,218.2631579,0,0,N,N,N,0,N,Bot
6752,376,0.055687204,983,17652.17021,Yes,Yes,Yes,14,N,Real
41,4725,115.2439024,0,0,N,Yes,N,0,N,Bot
120713,744,0.006163379,323,52406.31586,N,N,Yes,7,N,Spam
4,204,51,0,0,N,N,N,0,N,Scam
126137,910,0.007214378,712,98691.80659,Yes,Yes,N,3,N,Spam
4570,1304,0.285339168,194,679.892638,Yes,N,N,11,Yes,Real
7,23,3.285714286,2,0.608695652,Yes,Yes,N,0,N,Scam
2093,962,0.459627329,118,256.7297297,yes,N,Yes,6,N,Real
11563,822,0.071088818,108,1519.226277,N,Yes,N,0,N,Spam
28,1733,61.89285714,0,0,N,N,N,0,N,Bot
7710,1221,0.158365759,2289,14453.88206,Yes,N,Yes,9,N,Real
126315,638,0.005050865,157,31083.78527,N,Yes,Yes,0,Yes,Spam
71222,390,0.005475836,334,60995.25128,Yes,Yes,Yes,3,Yes,Spam
13622,1423,0.104463368,2668,25540.05341,N,N,Yes,4,N,Real
48,3183,66.3125,2,0.030160226,N,N,N,0,N,Bot
2090,819,0.391866029,1873,4779.69475,Yes,N,N,13,Yes,Real
6,696,116,0,0,N,Yes,N,0,N,Scam
13,2825,217.3076923,2,0.00920354,N,N,N,0,N,Bot
30,479,15.96666667,0,0,N,N,N,0,N,Bot
4,44,11,3,0.272727273,Yes,N,N,0,N,Scam
4,393,98.25,0,0,N,N,N,0,N,Scam
1,163,163,2,0.012269939,N,Yes,N,0,N,Scam
16922,1305,0.077118544,1971,25558.05517,Yes,Yes,Yes,3,Yes,Real
22,3986,181.1818182,2,0.011038635,N,Yes,N,0,N,Bot
10737,1777,0.165502468,225,1359.496342,N,N,Yes,10,N,Real
1413,383,0.271054494,1154,4257.446475,yes,Yes,N,4,Yes,Real
101184,567,0.005603653,588,104931.5556,Yes,Yes,N,0,Yes,Spam
3,219,73,2,0.02739726,N,N,N,0,N,Scam
90342,707,0.007825817,159,20317.36634,Yes,N,Yes,3,Yes,Spam
159446,372,0.002333078,553,237025.9086,Yes,Yes,N,6,Yes,Spam
59828,886,0.014809119,699,47200.6456,Yes,Yes,Yes,7,Yes,Spam
1,131,131,2,0.015267176,N,Yes,N,0,N,Scam
125849,323,0.002566568,263,102471.4768,Yes,N,Yes,5,Yes,Spam
6,527,87.83333333,4,0.045540797,Yes,N,N,0,N,Scam
2,255,127.5,4,0.031372549,Yes,Yes,N,0,N,Scam
6,614,102.3333333,3,0.029315961,Yes,Yes,N,0,N,Scam
38316,771,0.020122142,188,9342.941634,Yes,N,N,5,Yes,Spam
12458,635,0.050971263,832,16322.92283,N,Yes,N,0,Yes,Real
152948,411,0.002687188,192,71450.16058,N,Yes,Yes,0,N,Spam
1,444,444,0,0,N,Yes,N,0,N,Scam
0,49,#DIV/0!,0,#DIV/0!,Yes,N,N,0,N,Scam
8,2568,321,1,0.003115265,N,Yes,N,0,N,Bot
16262,1746,0.107366868,574,5346.155785,N,N,N,2,Yes,Real
4,690,172.5,0,0,Yes,Yes,N,0,N,Scam
155970,297,0.001904212,457,239994.2424,N,N,N,1,Yes,Spam
2593,764,0.294639414,338,1147.164921,yes,N,N,2,Yes,Real
97164,96,0.00098802,489,494929.125,Yes,Yes,Yes,2,Yes,Spam
4,52,13,4,0.307692308,N,Yes,N,0,N,Scam
32,1891,59.09375,2,0.033844527,N,N,N,0,N,Bot
4,726,181.5,2,0.011019284,N,N,N,0,N,Scam
5,4253,850.6,1,0.001175641,N,N,N,0,N,Bot
0,208,#DIV/0!,0,#DIV/0!,N,Yes,N,0,N,Scam
45,4268,94.84444444,1,0.01054358,N,N,N,0,N,Bot
10755,413,0.038400744,1336,34790.99274,Yes,N,N,3,N,Real
36,4518,125.5,1,0.007968127,N,N,N,0,N,Bot
0,127,#DIV/0!,4,#DIV/0!,N,N,N,0,N,Scam
144615,59,0.00040798,239,585813.3051,N,Yes,Yes,3,N,Spam
149718,149,0.000995204,649,652127.396,Yes,Yes,Yes,5,N,Spam
1,443,443,1,0.002257336,Yes,N,N,0,N,Scam
7731,528,0.068296469,964,14114.93182,yes,Yes,N,9,N,Real
2,657,328.5,1,0.00304414,N,Yes,N,0,N,Scam
21854,1903,0.08707788,2548,29261.16238,yes,N,N,12,Yes,Real
19,3684,193.8947368,0,0,N,Yes,N,0,N,Bot
16599,410,0.024700283,2595,105059.5244,yes,N,N,10,Yes,Real
9707,1308,0.13474812,2058,15272.94037,Yes,Yes,N,9,Yes,Real
42978,131,0.003048071,736,241464.1832,Yes,N,Yes,9,N,Spam
5,3856,771.2,2,0.002593361,N,N,N,0,N,Bot
4,733,183.25,2,0.010914052,Yes,Yes,N,0,N,Scam
9,390,43.33333333,0,0,N,Yes,N,0,N,Bot
19975,1057,0.052916145,2,37.79564806,Yes,N,N,8,N,Spam
3,219,73,2,0.02739726,Yes,N,N,0,N,Scam
85962,385,0.004478723,446,99581.95325,N,Yes,N,8,N,Spam
154783,20,0.000129213,285,2205657.75,N,Yes,N,5,Yes,Spam
27164,733,0.026984244,320,11858.77217,Yes,N,Yes,1,Yes,Spam
89072,781,0.008768188,109,12431.30346,Yes,N,Yes,6,Yes,Spam
2,543,271.5,3,0.011049724,Yes,N,N,0,N,Scam
7872,645,0.081935976,246,3002.344186,Yes,Yes,Yes,7,Yes,Spam
3,30,10,0,0,Yes,N,N,0,N,Scam
130788,875,0.006690216,121,18086.112,Yes,Yes,Yes,2,N,Spam
42508,1044,0.024560083,122,4967.409962,N,N,Yes,7,Yes,Spam
93217,865,0.009279423,716,77159.96763,Yes,Yes,Yes,1,N,Spam
7,189,27,3,0.111111111,Yes,Yes,N,0,N,Scam
76067,173,0.002274311,337,148176.7572,N,N,Yes,8,N,Spam
7,460,65.71428571,0,0,Yes,Yes,N,0,N,Scam
82195,415,0.005048969,73,14458.39759,Yes,Yes,N,4,N,Spam
16051,943,0.058750234,1786,30399.87911,Yes,N,N,6,N,Real
43193,777,0.017989026,674,37467.287,Yes,Yes,Yes,2,Yes,Spam
1807,1391,0.769784173,571,741.7663551,yes,Yes,Yes,1,Yes,Real
7,297,42.42857143,0,0,N,Yes,N,0,N,Scam
80759,674,0.008345819,103,12341.5089,Yes,Yes,N,5,N,Spam
29,3580,123.4482759,1,0.008100559,N,Yes,N,0,N,Bot
32,2081,65.03125,0,0,N,N,N,0,N,Bot
5,755,151,1,0.006622517,N,Yes,N,0,N,Scam
7,759,108.4285714,3,0.027667984,Yes,N,N,0,N,Scam
25563,356,0.013926378,431,30948.46348,Yes,N,Yes,4,N,Spam
29924,915,0.030577463,654,21388.30164,Yes,Yes,Yes,1,Yes,Spam
10736,319,0.029713115,649,21842.2069,Yes,Yes,N,1,N,Spam
40,6617,165.425,2,0.012090071,N,N,N,0,N,Bot
16853,1889,0.112086869,1478,13186.20116,N,N,Yes,0,Yes,Real
55366,190,0.003431709,592,172508.8,Yes,N,N,6,N,Spam
18888,891,0.047172808,40,847.9461279,Yes,N,N,5,Yes,Real
33,1748,52.96969697,0,0,N,N,N,0,N,Bot
145218,15,0.000103293,525,5082630,N,N,N,5,Yes,Spam
16727,205,0.012255635,2265,184812.9512,Yes,N,Yes,2,N,Real
7,419,59.85714286,2,0.033412888,Yes,N,N,0,N,Scam
3256,20,0.006142506,2341,381114.8,yes,N,N,2,N,Real
3,310,103.3333333,0,0,N,Yes,N,0,N,Scam
33,961,29.12121212,1,0.03433923,N,Yes,N,0,N,Bot
11211,1828,0.163054143,1355,8310.123085,N,N,Yes,1,Yes,Real
52863,198,0.003745531,378,100920.2727,Yes,Yes,Yes,8,Yes,Spam
2,749,374.5,1,0.002670227,N,N,N,0,N,Scam
127531,1040,0.00815488,118,14469.86346,N,Yes,Yes,0,Yes,Spam
8,5533,691.625,1,0.00144587,N,Yes,N,0,N,Bot
70637,75,0.001061766,77,72520.65333,Yes,N,Yes,0,N,Spam
7,678,96.85714286,0,0,Yes,N,N,0,N,Scam
18,1330,73.88888889,0,0,N,Yes,N,0,N,Bot
4,771,192.75,0,0,Yes,N,N,0,N,Scam
1,147,147,2,0.013605442,Yes,N,N,0,N,Scam
21,1314,62.57142857,1,0.015981735,N,Yes,N,0,N,Bot
19571,1238,0.06325686,2252,35600.88207,yes,N,Yes,3,N,Real
10262,713,0.069479634,1876,27000.71809,N,N,N,4,N,Real
27,5014,185.7037037,1,0.005384922,N,Yes,N,0,N,Bot
5,739,147.8,3,0.0202977,Yes,Yes,N,0,N,Scam
4,214,53.5,4,0.074766355,Yes,Yes,N,0,N,Scam
20928,124,0.005925076,1696,286241.0323,yes,N,N,2,N,Real
1,696,696,0,0,Yes,Yes,N,0,N,Scam
101776,598,0.005875648,459,78119.03679,Yes,N,N,0,N,Spam
41,5002,122,0,0,N,N,N,0,N,Bot
4,540,135,3,0.022222222,N,N,N,0,N,Scam
50692,124,0.002446145,363,148396.7419,Yes,Yes,N,4,N,Spam
42,3621,86.21428571,0,0,N,Yes,N,0,N,Bot
14,457,32.64285714,2,0.061269147,N,N,N,0,N,Bot
9,4036,448.4444444,0,0,N,N,N,0,N,Bot
2,542,271,4,0.014760148,Yes,N,N,0,N,Scam
17,3557,209.2352941,1,0.004779308,N,Yes,N,0,N,Bot
399,506,1.268170426,989,779.8636364,N,N,Yes,4,N,Real
43457,462,0.010631199,378,35555.72727,Yes,Yes,N,5,N,Spam
2,373,186.5,0,0,N,Yes,N,0,N,Scam
5,273,54.6,3,0.054945055,N,Yes,N,0,N,Scam
882,878,0.995464853,2104,2113.585421,Yes,Yes,Yes,7,N,Real
0,4951,#DIV/0!,2,#DIV/0!,N,Yes,N,0,N,Bot
1252,141,0.112619808,2105,18691.20567,N,Yes,Yes,11,Yes,Real
7,360,51.42857143,0,0,Yes,Yes,N,0,N,Scam
158538,994,0.00626979,249,39714.24748,Yes,N,Yes,6,N,Spam
3,768,256,2,0.0078125,N,Yes,N,0,N,Scam
2,643,321.5,1,0.00311042,N,N,N,0,N,Scam
19,5216,274.5263158,0,0,N,N,N,0,N,Bot
11478,2192,0.190974037,258,1350.968978,yes,N,Yes,11,N,Real
56175,827,0.014721851,546,37087.72672,Yes,N,Yes,6,N,Spam
